boolq_id,pred_L1,comp_L1,corr_L1,label_L1,answered_L1,idk_L1,anscorr_L1
dev_0802,yes,True,True,yes,True,False,True
dev_0803,yes,True,True,yes,True,False,True
dev_0804,i,False,,idk,False,True,
dev_0805,i,False,,idk,False,True,
dev_0806,yes,True,True,yes,True,False,True
dev_0808,no,True,True,no,True,False,True
dev_0809,i,False,,idk,False,True,
dev_0810,i,False,,idk,False,True,
dev_0811,yes,True,True,yes,True,False,True
dev_0813,yes,True,True,yes,True,False,True
dev_0814,yes,True,True,yes,True,False,True
dev_0815,i,False,,idk,False,True,
dev_0816,i,False,,idk,False,True,
dev_0817,yes,True,False,yes,True,False,False
dev_0818,i,False,,idk,False,True,
dev_0819,i,False,,idk,False,True,
dev_0820,monetary,False,,other,False,False,
dev_0821,yes,True,True,yes,True,False,True
dev_0822,i,False,,idk,False,True,
dev_0823,no,True,True,no,True,False,True
dev_0824,yes,True,True,yes,True,False,True
dev_0825,i,False,,idk,False,True,
dev_0826,yes,True,True,yes,True,False,True
dev_0827,i,False,,idk,False,True,
dev_0828,yes,True,True,yes,True,False,True
dev_0829,yes,True,False,yes,True,False,False
dev_0830,yes,True,True,yes,True,False,True
dev_0831,yes,True,True,yes,True,False,True
dev_0832,yes,True,False,yes,True,False,False
dev_0833,i,False,,idk,False,True,
dev_0834,yes,True,True,yes,True,False,True
dev_0835,i,False,,idk,False,True,
dev_0836,yes,True,True,yes,True,False,True
dev_0837,no,True,False,no,True,False,False
dev_0838,i,False,,idk,False,True,
dev_0839,no,True,True,no,True,False,True
dev_0840,no,True,True,no,True,False,True
dev_0842,yes,True,True,yes,True,False,True
dev_0843,yes,True,True,yes,True,False,True
dev_0844,i,False,,idk,False,True,
dev_0845,i,False,,idk,False,True,
dev_0846,yes,True,True,yes,True,False,True
dev_0847,i,False,,idk,False,True,
dev_0848,i,False,,idk,False,True,
dev_0851,i,False,,idk,False,True,
dev_0852,i,False,,idk,False,True,
dev_0853,yes,True,False,yes,True,False,False
dev_0854,yes,True,False,yes,True,False,False
dev_0855,i,False,,idk,False,True,
dev_0856,yes,True,True,yes,True,False,True
dev_0857,i,False,,idk,False,True,
dev_0859,i,False,,idk,False,True,
dev_0860,yes,True,True,yes,True,False,True
dev_0861,i,False,,idk,False,True,
dev_0862,yes,True,False,yes,True,False,False
dev_0863,no,True,True,no,True,False,True
dev_0864,i,False,,idk,False,True,
dev_0865,i,False,,idk,False,True,
dev_0866,yes,True,True,yes,True,False,True
dev_0867,no,True,True,no,True,False,True
dev_0868,i,False,,idk,False,True,
dev_0870,i,False,,idk,False,True,
dev_0871,no,True,False,no,True,False,False
dev_0872,i,False,,idk,False,True,
dev_0873,i,False,,idk,False,True,
dev_0874,i,False,,idk,False,True,
dev_0875,i,False,,idk,False,True,
dev_0877,no,True,True,no,True,False,True
dev_0878,i,False,,idk,False,True,
dev_0880,i,False,,idk,False,True,
dev_0881,yes,True,True,yes,True,False,True
dev_0882,yes,True,True,yes,True,False,True
dev_0883,i,False,,idk,False,True,
dev_0884,i,False,,idk,False,True,
dev_0885,i,False,,idk,False,True,
dev_0886,i,False,,idk,False,True,
dev_0888,i,False,,idk,False,True,
dev_0889,yes,True,True,yes,True,False,True
dev_0890,i,False,,idk,False,True,
dev_0891,i,False,,idk,False,True,
dev_0892,i,False,,idk,False,True,
dev_0893,yes,True,True,yes,True,False,True
dev_0894,i,False,,idk,False,True,
dev_0895,no,True,True,no,True,False,True
dev_0896,i,False,,idk,False,True,
dev_0897,i,False,,idk,False,True,
dev_0898,no,True,True,no,True,False,True
dev_0899,i,False,,idk,False,True,
dev_0900,i,False,,idk,False,True,
dev_0901,i,False,,idk,False,True,
dev_0902,yes,True,True,yes,True,False,True
dev_0903,yes,True,True,yes,True,False,True
dev_0904,i,False,,other,False,False,
dev_0905,yes,True,True,yes,True,False,True
dev_0907,i,False,,idk,False,True,
dev_0908,i,False,,idk,False,True,
dev_0909,i,False,,idk,False,True,
dev_0910,yes,True,True,yes,True,False,True
dev_0911,i,False,,idk,False,True,
dev_0912,yes,True,True,yes,True,False,True
dev_0913,i,False,,idk,False,True,
dev_0914,no,True,True,no,True,False,True
dev_0915,i,False,,idk,False,True,
dev_0916,no,True,False,no,True,False,False
dev_0917,yes,True,True,yes,True,False,True
dev_0919,i,False,,idk,False,True,
dev_0920,yes,True,True,yes,True,False,True
dev_0921,no,True,True,no,True,False,True
dev_0922,no,True,False,no,True,False,False
dev_0923,i,False,,idk,False,True,
dev_0924,yes,True,True,yes,True,False,True
dev_0925,no,True,True,no,True,False,True
dev_0926,no,True,True,no,True,False,True
dev_0927,yes,True,True,yes,True,False,True
dev_0928,i,False,,idk,False,True,
dev_0929,yes,True,True,yes,True,False,True
dev_0930,yes,True,True,yes,True,False,True
dev_0931,yes,True,True,yes,True,False,True
dev_0932,a,False,,other,False,False,
dev_0933,yes,True,False,yes,True,False,False
dev_0934,no,True,False,no,True,False,False
dev_0935,yes,True,True,yes,True,False,True
dev_0937,i,False,,idk,False,True,
dev_0938,i,False,,idk,False,True,
dev_0939,i,False,,idk,False,True,
dev_0940,no,True,False,no,True,False,False
dev_0941,yes,True,True,yes,True,False,True
dev_0942,i,False,,idk,False,True,
dev_0943,no,True,True,no,True,False,True
dev_0944,yes,True,False,yes,True,False,False
dev_0945,i,False,,idk,False,True,
dev_0946,i,False,,idk,False,True,
dev_0947,i,False,,idk,False,True,
dev_0948,yes,True,True,yes,True,False,True
dev_0950,i,False,,idk,False,True,
dev_0951,yes,True,True,yes,True,False,True
dev_0952,no,True,False,no,True,False,False
dev_0953,i,False,,idk,False,True,
dev_0954,i,False,,idk,False,True,
dev_0955,no,True,True,no,True,False,True
dev_0956,i,False,,idk,False,True,
dev_0957,yes,True,True,yes,True,False,True
dev_0958,no,True,False,no,True,False,False
dev_0959,yes,True,True,yes,True,False,True
dev_0960,i,False,,idk,False,True,
dev_0961,yes,True,True,yes,True,False,True
dev_0962,yes,True,True,yes,True,False,True
dev_0963,i,False,,idk,False,True,
dev_0965,yes,True,True,yes,True,False,True
dev_0966,yes,True,True,yes,True,False,True
dev_0967,yes,True,True,yes,True,False,True
dev_0968,yes,True,True,yes,True,False,True
dev_0969,yes,True,True,yes,True,False,True
dev_0970,i,False,,idk,False,True,
dev_0971,i,False,,idk,False,True,
dev_0972,i,False,,idk,False,True,
dev_0973,no,True,True,no,True,False,True
dev_0975,yes,True,True,yes,True,False,True
dev_0976,yes,True,True,yes,True,False,True
dev_0977,steph,False,,other,False,False,
dev_0978,i,False,,idk,False,True,
dev_0979,yes,True,True,yes,True,False,True
dev_0980,the,False,,other,False,False,
dev_0981,yes,True,False,yes,True,False,False
dev_0982,i,False,,idk,False,True,
dev_0983,the,False,,other,False,False,
dev_0985,i,False,,idk,False,True,
dev_0986,i,False,,idk,False,True,
dev_0987,yes,True,True,yes,True,False,True
dev_0989,i,False,,idk,False,True,
dev_0991,no,True,False,no,True,False,False
dev_0992,yes,True,True,yes,True,False,True
dev_0993,i,False,,idk,False,True,
dev_0994,no,True,False,no,True,False,False
dev_0995,i,False,,idk,False,True,
dev_0996,yes,True,False,yes,True,False,False
dev_0997,i,False,,idk,False,True,
dev_0998,i,False,,idk,False,True,
dev_0999,i,False,,idk,False,True,
dev_1000,yes,True,True,yes,True,False,True
dev_1003,i,False,,idk,False,True,
dev_1004,i,False,,idk,False,True,
dev_1005,yes,True,True,yes,True,False,True
dev_1006,yes,True,False,yes,True,False,False
dev_1008,yes,True,True,yes,True,False,True
dev_1009,yes,True,True,yes,True,False,True
dev_1010,i,False,,idk,False,True,
dev_1011,yes,True,False,yes,True,False,False
dev_1013,i,False,,idk,False,True,
dev_1015,i,False,,idk,False,True,
dev_1016,i,False,,idk,False,True,
dev_1017,yes,True,True,yes,True,False,True
dev_1018,i,False,,idk,False,True,
dev_1020,no,True,True,no,True,False,True
dev_1021,i,False,,idk,False,True,
dev_1022,no,True,False,no,True,False,False
dev_1023,i,False,,idk,False,True,
dev_1024,yes,True,True,yes,True,False,True
dev_1026,i,False,,idk,False,True,
dev_1027,no,True,True,no,True,False,True
dev_1028,arnie,False,,other,False,False,
dev_1029,i,False,,idk,False,True,
dev_1030,no,True,True,no,True,False,True
dev_1031,i,False,,idk,False,True,
dev_1032,i,False,,idk,False,True,
dev_1033,yes,True,True,yes,True,False,True
dev_1034,yes,True,True,yes,True,False,True
dev_1035,i,False,,idk,False,True,
dev_1036,yes,True,True,yes,True,False,True
dev_1037,i,False,,other,False,False,
dev_1038,i,False,,idk,False,True,
dev_1039,yes,True,True,yes,True,False,True
dev_1040,i,False,,idk,False,True,
dev_1041,i,False,,idk,False,True,
dev_1042,no,True,True,no,True,False,True
dev_1044,i,False,,idk,False,True,
dev_1045,yes,True,True,yes,True,False,True
dev_1046,yes,True,True,yes,True,False,True
dev_1047,i,False,,idk,False,True,
dev_1049,yes,True,False,yes,True,False,False
dev_1050,i,False,,idk,False,True,
dev_1051,i,False,,idk,False,True,
dev_1052,i,False,,idk,False,True,
dev_1055,i,False,,idk,False,True,
dev_1057,river,False,,other,False,False,
dev_1058,yes,True,True,yes,True,False,True
dev_1059,yes,True,True,yes,True,False,True
dev_1060,yes,True,True,yes,True,False,True
dev_1061,no,True,True,no,True,False,True
dev_1062,no,True,False,no,True,False,False
dev_1063,i,False,,idk,False,True,
dev_1064,yes,True,True,yes,True,False,True
dev_1065,yes,True,True,yes,True,False,True
dev_1066,yes,True,True,yes,True,False,True
dev_1067,yes,True,True,yes,True,False,True
dev_1069,yes,True,True,yes,True,False,True
dev_1070,i,False,,idk,False,True,
dev_1071,yes,True,True,yes,True,False,True
dev_1072,i,False,,idk,False,True,
dev_1073,no,True,True,no,True,False,True
dev_1074,i,False,,idk,False,True,
dev_1075,no,True,False,no,True,False,False
dev_1076,no,True,True,no,True,False,True
dev_1077,yes,True,True,yes,True,False,True
dev_1078,yes,True,True,yes,True,False,True
dev_1079,i,False,,idk,False,True,
dev_1080,yes,True,True,yes,True,False,True
dev_1081,yes,True,True,yes,True,False,True
dev_1083,no,True,True,no,True,False,True
dev_1085,i,False,,idk,False,True,
dev_1086,yes,True,True,yes,True,False,True
dev_1087,i,False,,idk,False,True,
dev_1088,no,True,True,no,True,False,True
dev_1089,i,False,,idk,False,True,
dev_1090,no,True,True,no,True,False,True
dev_1092,the,False,,other,False,False,
dev_1093,no,True,True,no,True,False,True
dev_1094,i,False,,idk,False,True,
dev_1095,yes,True,True,yes,True,False,True
dev_1096,yes,True,True,yes,True,False,True
dev_1097,yes,True,True,yes,True,False,True
dev_1098,i,False,,idk,False,True,
dev_1100,i,False,,idk,False,True,
dev_1101,i,False,,idk,False,True,
dev_1102,yes,True,False,yes,True,False,False
dev_1103,i,False,,idk,False,True,
dev_1104,no,True,True,no,True,False,True
dev_1106,yes,True,True,yes,True,False,True
dev_1107,i,False,,idk,False,True,
dev_1108,yes,True,True,yes,True,False,True
dev_1109,i,False,,idk,False,True,
dev_1110,no,True,False,no,True,False,False
dev_1111,yes,True,True,yes,True,False,True
dev_1112,yes,True,False,yes,True,False,False
dev_1113,no,True,False,no,True,False,False
dev_1115,i,False,,idk,False,True,
dev_1116,i,False,,idk,False,True,
dev_1117,yes,True,True,yes,True,False,True
dev_1119,i,False,,idk,False,True,
dev_1120,yes,True,True,yes,True,False,True
dev_1121,yes,True,False,yes,True,False,False
dev_1122,i,False,,idk,False,True,
dev_1123,i,False,,idk,False,True,
dev_1124,yes,True,True,yes,True,False,True
dev_1125,yes,True,True,yes,True,False,True
dev_1127,no,True,True,no,True,False,True
dev_1129,yes,True,True,yes,True,False,True
dev_1130,yes,True,True,yes,True,False,True
dev_1131,yes,True,True,yes,True,False,True
dev_1132,i,False,,idk,False,True,
dev_1133,yes,True,False,yes,True,False,False
dev_1134,i,False,,idk,False,True,
dev_1135,i,False,,idk,False,True,
dev_1136,yes,True,True,yes,True,False,True
dev_1137,yes,True,True,yes,True,False,True
dev_1138,no,True,False,no,True,False,False
dev_1139,yes,True,True,yes,True,False,True
dev_1141,i,False,,idk,False,True,
dev_1142,no,True,True,no,True,False,True
dev_1143,i,False,,idk,False,True,
dev_1144,i,False,,idk,False,True,
dev_1145,i,False,,idk,False,True,
dev_1146,no,True,False,no,True,False,False
dev_1147,no,True,True,no,True,False,True
dev_1148,i,False,,idk,False,True,
dev_1149,i,False,,idk,False,True,
dev_1150,i,False,,idk,False,True,
dev_1151,no,True,True,no,True,False,True
dev_1153,i,False,,idk,False,True,
dev_1154,no,True,True,no,True,False,True
dev_1155,no,True,False,no,True,False,False
dev_1156,yes,True,True,yes,True,False,True
dev_1157,yes,True,True,yes,True,False,True
dev_1158,no,True,True,no,True,False,True
dev_1159,yes,True,True,yes,True,False,True
dev_1160,i,False,,idk,False,True,
dev_1161,the,False,,other,False,False,
dev_1162,yes,True,True,yes,True,False,True
dev_1163,i,False,,idk,False,True,
dev_1165,i,False,,idk,False,True,
dev_1166,the,False,,other,False,False,
dev_1167,yes,True,True,yes,True,False,True
dev_1168,i,False,,idk,False,True,
dev_1169,yes,True,True,yes,True,False,True
dev_1170,yes,True,True,yes,True,False,True
dev_1171,i,False,,idk,False,True,
dev_1172,i,False,,idk,False,True,
dev_1173,the,False,,other,False,False,
dev_1174,i,False,,idk,False,True,
dev_1175,yes,True,False,yes,True,False,False
dev_1176,yes,True,True,yes,True,False,True
dev_1177,yes,True,True,yes,True,False,True
dev_1178,yes,True,False,yes,True,False,False
dev_1179,yes,True,True,yes,True,False,True
dev_1180,yes,True,True,yes,True,False,True
dev_1182,yes,True,True,yes,True,False,True
dev_1183,no,True,False,no,True,False,False
dev_1185,i,False,,idk,False,True,
dev_1186,yes,True,True,yes,True,False,True
dev_1187,yes,True,True,yes,True,False,True
dev_1188,i,False,,idk,False,True,
dev_1189,yes,True,True,yes,True,False,True
dev_1190,i,False,,idk,False,True,
dev_1191,izzie,False,,other,False,False,
dev_1192,i,False,,idk,False,True,
dev_1193,yes,True,True,yes,True,False,True
dev_1194,yes,True,True,yes,True,False,True
dev_1195,i,False,,idk,False,True,
dev_1196,yes,True,False,yes,True,False,False
dev_1197,i,False,,idk,False,True,
dev_1199,yes,True,True,yes,True,False,True
dev_1200,yes,True,True,yes,True,False,True
dev_1201,i,False,,idk,False,True,
dev_1202,i,False,,idk,False,True,
dev_1203,i,False,,idk,False,True,
dev_1204,no,True,False,no,True,False,False
dev_1205,yes,True,False,yes,True,False,False
dev_1206,the,False,,other,False,False,
dev_1207,i,False,,idk,False,True,
dev_1208,i,False,,idk,False,True,
dev_1209,no,True,False,no,True,False,False
dev_1210,i,False,,idk,False,True,
dev_1212,no,True,True,no,True,False,True
dev_1213,no,True,True,no,True,False,True
dev_1214,yes,True,True,yes,True,False,True
dev_1215,yes,True,True,yes,True,False,True
dev_1216,yes,True,True,yes,True,False,True
dev_1217,i,False,,idk,False,True,
dev_1219,i,False,,idk,False,True,
dev_1220,i,False,,idk,False,True,
dev_1221,no,True,True,no,True,False,True
dev_1222,no,True,True,no,True,False,True
dev_1223,yes,True,True,yes,True,False,True
dev_1224,yes,True,True,yes,True,False,True
dev_1225,yes,True,True,yes,True,False,True
dev_1226,yes,True,True,yes,True,False,True
dev_1227,yes,True,False,yes,True,False,False
dev_1228,yes,True,True,yes,True,False,True
dev_1229,yes,True,False,yes,True,False,False
dev_1230,no,True,False,no,True,False,False
dev_1231,a,False,,other,False,False,
dev_1232,yes,True,True,yes,True,False,True
dev_1233,i,False,,idk,False,True,
dev_1234,i,False,,idk,False,True,
dev_1235,yes,True,False,yes,True,False,False
dev_1236,i,False,,idk,False,True,
dev_1238,i,False,,idk,False,True,
dev_1239,no,True,False,no,True,False,False
dev_1240,a,False,,other,False,False,
dev_1241,yes,True,False,yes,True,False,False
dev_1242,i,False,,idk,False,True,
dev_1243,i,False,,idk,False,True,
dev_1244,no,True,True,no,True,False,True
dev_1245,no,True,True,no,True,False,True
dev_1247,i,False,,idk,False,True,
dev_1248,i,False,,idk,False,True,
dev_1249,i,False,,idk,False,True,
dev_1250,no,True,False,no,True,False,False
dev_1251,yes,True,True,yes,True,False,True
dev_1252,i,False,,idk,False,True,
dev_1253,yes,True,True,yes,True,False,True
dev_1254,no,True,True,no,True,False,True
dev_1255,yes,True,True,yes,True,False,True
dev_1256,no,True,False,no,True,False,False
dev_1257,i,False,,idk,False,True,
dev_1258,i,False,,idk,False,True,
dev_1259,yes,True,True,yes,True,False,True
dev_1260,yes,True,True,yes,True,False,True
dev_1261,yes,True,False,yes,True,False,False
dev_1262,i,False,,idk,False,True,
dev_1263,yes,True,True,yes,True,False,True
dev_1264,yes,True,True,yes,True,False,True
dev_1265,a,False,,other,False,False,
dev_1267,yes,True,False,yes,True,False,False
dev_1268,yes,True,True,yes,True,False,True
dev_1269,no,True,True,no,True,False,True
dev_1270,i,False,,idk,False,True,
dev_1271,yes,True,False,yes,True,False,False
dev_1273,no,True,True,no,True,False,True
dev_1274,yes,True,True,yes,True,False,True
dev_1275,i,False,,idk,False,True,
dev_1276,i,False,,idk,False,True,
dev_1278,yes,True,True,yes,True,False,True
dev_1279,i,False,,idk,False,True,
dev_1280,yes,True,True,yes,True,False,True
dev_1281,yes,True,True,yes,True,False,True
dev_1282,i,False,,idk,False,True,
dev_1283,no,True,False,no,True,False,False
dev_1284,i,False,,idk,False,True,
dev_1285,yes,True,False,yes,True,False,False
dev_1286,yes,True,False,yes,True,False,False
dev_1287,ren,False,,other,False,False,
dev_1288,yes,True,True,yes,True,False,True
dev_1289,i,False,,idk,False,True,
dev_1290,no,True,True,no,True,False,True
dev_1292,i,False,,idk,False,True,
dev_1293,no,True,True,no,True,False,True
dev_1294,no,True,False,no,True,False,False
dev_1295,yes,True,True,yes,True,False,True
dev_1296,no,True,False,no,True,False,False
dev_1297,i,False,,idk,False,True,
dev_1298,yes,True,True,yes,True,False,True
dev_1299,i,False,,idk,False,True,
dev_1300,i,False,,idk,False,True,
dev_1301,i,False,,idk,False,True,
dev_1302,yes,True,True,yes,True,False,True
dev_1303,yes,True,False,yes,True,False,False
dev_1304,i,False,,idk,False,True,
dev_1305,i,False,,idk,False,True,
dev_1306,i,False,,idk,False,True,
dev_1307,no,True,False,no,True,False,False
dev_1308,i,False,,idk,False,True,
dev_1309,yes,True,True,yes,True,False,True
dev_1310,yes,True,True,yes,True,False,True
dev_1311,no,True,False,no,True,False,False
dev_1312,yes,True,True,yes,True,False,True
dev_1313,i,False,,idk,False,True,
dev_1314,yes,True,True,yes,True,False,True
dev_1315,i,False,,idk,False,True,
dev_1316,no,True,False,no,True,False,False
dev_1317,yes,True,False,yes,True,False,False
dev_1318,yes,True,True,yes,True,False,True
dev_1319,i,False,,idk,False,True,
dev_1320,i,False,,idk,False,True,
dev_1321,yes,True,True,yes,True,False,True
dev_1322,yes,True,True,yes,True,False,True
dev_1323,yes,True,True,yes,True,False,True
dev_1324,yes,True,True,yes,True,False,True
dev_1325,yes,True,True,yes,True,False,True
dev_1326,i,False,,idk,False,True,
dev_1327,i,False,,idk,False,True,
dev_1329,no,True,True,no,True,False,True
dev_1330,yes,True,True,yes,True,False,True
dev_1331,yes,True,True,yes,True,False,True
dev_1332,i,False,,idk,False,True,
dev_1333,no,True,False,no,True,False,False
dev_1334,no,True,True,no,True,False,True
dev_1335,no,True,True,no,True,False,True
dev_1336,no,True,False,no,True,False,False
dev_1337,i,False,,idk,False,True,
dev_1338,i,False,,idk,False,True,
dev_1339,yes,True,True,yes,True,False,True
dev_1340,i,False,,idk,False,True,
dev_1343,i,False,,idk,False,True,
dev_1344,i,False,,idk,False,True,
dev_1345,yes,True,False,yes,True,False,False
dev_1346,no,True,True,no,True,False,True
dev_1347,yes,True,True,yes,True,False,True
dev_1348,yes,True,True,yes,True,False,True
dev_1349,yes,True,True,yes,True,False,True
dev_1350,yes,True,True,yes,True,False,True
dev_1351,no,True,True,no,True,False,True
dev_1352,yes,True,True,yes,True,False,True
dev_1353,i,False,,idk,False,True,
dev_1354,no,True,True,no,True,False,True
dev_1356,yes,True,True,yes,True,False,True
dev_1357,no,True,True,no,True,False,True
dev_1358,yes,True,True,yes,True,False,True
dev_1359,yes,True,False,yes,True,False,False
dev_1360,i,False,,idk,False,True,
dev_1361,no,True,True,no,True,False,True
dev_1362,i,False,,idk,False,True,
dev_1363,yes,True,True,yes,True,False,True
dev_1364,no,True,True,no,True,False,True
dev_1366,no,True,True,no,True,False,True
dev_1367,i,False,,idk,False,True,
dev_1368,i,False,,idk,False,True,
dev_1369,i,False,,idk,False,True,
dev_1370,no,True,False,no,True,False,False
dev_1371,yes,True,False,yes,True,False,False
dev_1372,no,True,False,no,True,False,False
dev_1373,i,False,,idk,False,True,
dev_1374,yes,True,True,yes,True,False,True
dev_1376,yes,True,True,yes,True,False,True
dev_1377,i,False,,idk,False,True,
dev_1378,no,True,True,no,True,False,True
dev_1379,yes,True,True,yes,True,False,True
dev_1380,i,False,,idk,False,True,
dev_1381,i,False,,idk,False,True,
dev_1382,yes,True,False,yes,True,False,False
dev_1383,i,False,,idk,False,True,
dev_1384,yes,True,True,yes,True,False,True
dev_1385,i,False,,idk,False,True,
dev_1386,yes,True,True,yes,True,False,True
dev_1387,yes,True,True,yes,True,False,True
dev_1388,i,False,,idk,False,True,
dev_1389,i,False,,idk,False,True,
dev_1390,i,False,,idk,False,True,
dev_1391,i,False,,idk,False,True,
dev_1392,no,True,True,no,True,False,True
dev_1393,i,False,,idk,False,True,
dev_1394,i,False,,idk,False,True,
dev_1395,i,False,,idk,False,True,
dev_1397,yes,True,True,yes,True,False,True
dev_1399,i,False,,idk,False,True,
dev_1400,i,False,,idk,False,True,
dev_1401,i,False,,idk,False,True,
dev_1402,no,True,True,no,True,False,True
dev_1403,i,False,,idk,False,True,
dev_1404,i,False,,idk,False,True,
dev_1405,i,False,,idk,False,True,
dev_1406,yes,True,False,yes,True,False,False
dev_1407,kevin,False,,other,False,False,
dev_1408,no,True,False,no,True,False,False
dev_1409,i,False,,idk,False,True,
dev_1410,yes,True,True,yes,True,False,True
dev_1411,yes,True,True,yes,True,False,True
dev_1412,i,False,,idk,False,True,
dev_1413,no,True,False,no,True,False,False
dev_1416,i,False,,idk,False,True,
dev_1417,i,False,,idk,False,True,
dev_1418,yes,True,True,yes,True,False,True
dev_1419,no,True,False,no,True,False,False
dev_1420,no,True,False,no,True,False,False
dev_1421,the,False,,other,False,False,
dev_1422,i,False,,idk,False,True,
dev_1423,yes,True,False,yes,True,False,False
dev_1424,yes,True,False,yes,True,False,False
dev_1425,i,False,,idk,False,True,
dev_1427,yes,True,True,yes,True,False,True
dev_1428,no,True,True,no,True,False,True
dev_1429,yes,True,True,yes,True,False,True
dev_1432,i,False,,idk,False,True,
dev_1433,i,False,,idk,False,True,
dev_1434,i,False,,idk,False,True,
dev_1435,yes,True,True,yes,True,False,True
dev_1436,yes,True,False,yes,True,False,False
dev_1437,yes,True,True,yes,True,False,True
dev_1438,no,True,False,no,True,False,False
dev_1439,no,True,True,no,True,False,True
dev_1440,no,True,True,no,True,False,True
dev_1441,yes,True,True,yes,True,False,True
dev_1442,yes,True,True,yes,True,False,True
dev_1443,no,True,True,no,True,False,True
dev_1444,yes,True,True,yes,True,False,True
dev_1445,yes,True,True,yes,True,False,True
dev_1446,yes,True,True,yes,True,False,True
dev_1448,yes,True,True,yes,True,False,True
dev_1449,i,False,,idk,False,True,
dev_1450,no,True,True,no,True,False,True
dev_1451,i,False,,idk,False,True,
dev_1452,yes,True,False,yes,True,False,False
dev_1453,yes,True,True,yes,True,False,True
dev_1454,no,True,True,no,True,False,True
dev_1455,no,True,False,no,True,False,False
dev_1456,no,True,True,no,True,False,True
dev_1457,no,True,True,no,True,False,True
dev_1458,i,False,,idk,False,True,
dev_1459,i,False,,idk,False,True,
dev_1460,no,True,True,no,True,False,True
dev_1461,no,True,True,no,True,False,True
dev_1462,yes,True,True,yes,True,False,True
dev_1464,yes,True,False,yes,True,False,False
dev_1465,yes,True,True,yes,True,False,True
dev_1466,yes,True,True,yes,True,False,True
dev_1467,no,True,False,no,True,False,False
dev_1468,no,True,True,no,True,False,True
dev_1470,yes,True,True,yes,True,False,True
dev_1471,no,True,True,no,True,False,True
dev_1473,no,True,False,no,True,False,False
dev_1474,yes,True,True,yes,True,False,True
dev_1475,no,True,True,no,True,False,True
dev_1476,yes,True,True,yes,True,False,True
dev_1477,yes,True,True,yes,True,False,True
dev_1479,yes,True,True,yes,True,False,True
dev_1480,yes,True,True,yes,True,False,True
dev_1481,i,False,,idk,False,True,
dev_1482,i,False,,idk,False,True,
dev_1483,i,False,,idk,False,True,
dev_1484,i,False,,idk,False,True,
dev_1485,i,False,,idk,False,True,
dev_1486,yes,True,True,yes,True,False,True
dev_1487,yes,True,True,yes,True,False,True
dev_1488,yes,True,True,yes,True,False,True
dev_1489,no,True,False,no,True,False,False
dev_1492,i,False,,idk,False,True,
dev_1494,yes,True,True,yes,True,False,True
dev_1496,i,False,,idk,False,True,
dev_1497,i,False,,idk,False,True,
dev_1498,no,True,False,no,True,False,False
dev_1499,i,False,,idk,False,True,
dev_1500,i,False,,idk,False,True,
dev_1502,yes,True,True,yes,True,False,True
dev_1503,no,True,True,no,True,False,True
dev_1505,i,False,,idk,False,True,
dev_1506,yes,True,True,yes,True,False,True
dev_1507,no,True,True,no,True,False,True
dev_1508,yes,True,False,yes,True,False,False
dev_1509,i,False,,idk,False,True,
dev_1511,i,False,,idk,False,True,
dev_1512,yes,True,True,yes,True,False,True
dev_1513,yes,True,True,yes,True,False,True
dev_1514,yes,True,True,yes,True,False,True
dev_1515,yes,True,False,yes,True,False,False
dev_1516,yes,True,True,yes,True,False,True
dev_1517,no,True,False,no,True,False,False
dev_1518,i,False,,idk,False,True,
dev_1519,no,True,True,no,True,False,True
dev_1520,yes,True,True,yes,True,False,True
dev_1521,i,False,,idk,False,True,
dev_1522,i,False,,idk,False,True,
dev_1523,no,True,True,no,True,False,True
dev_1524,no,True,True,no,True,False,True
dev_1526,yes,True,True,yes,True,False,True
dev_1527,yes,True,True,yes,True,False,True
dev_1528,no,True,False,no,True,False,False
dev_1529,i,False,,idk,False,True,
dev_1530,i,False,,idk,False,True,
dev_1531,no,True,True,no,True,False,True
dev_1532,i,False,,idk,False,True,
dev_1533,yes,True,False,yes,True,False,False
dev_1534,yes,True,False,yes,True,False,False
dev_1536,i,False,,idk,False,True,
dev_1537,yes,True,True,yes,True,False,True
dev_1538,i,False,,idk,False,True,
dev_1539,yes,True,True,yes,True,False,True
dev_1540,yes,True,True,yes,True,False,True
dev_1541,yes,True,True,yes,True,False,True
dev_1543,yes,True,True,yes,True,False,True
dev_1544,i,False,,idk,False,True,
dev_1545,i,False,,idk,False,True,
dev_1546,no,True,False,no,True,False,False
dev_1547,no,True,True,no,True,False,True
dev_1548,i,False,,idk,False,True,
dev_1549,i,False,,idk,False,True,
dev_1550,i,False,,idk,False,True,
dev_1551,i,False,,idk,False,True,
dev_1552,no,True,False,no,True,False,False
dev_1553,joint,False,,other,False,False,
dev_1554,i,False,,idk,False,True,
dev_1555,yes,True,True,yes,True,False,True
dev_1557,yes,True,False,yes,True,False,False
dev_1558,no,True,True,no,True,False,True
dev_1559,no,True,True,no,True,False,True
dev_1560,yes,True,True,yes,True,False,True
dev_1561,i,False,,idk,False,True,
dev_1562,yes,True,True,yes,True,False,True
dev_1563,yes,True,False,yes,True,False,False
dev_1564,i,False,,idk,False,True,
dev_1565,i,False,,idk,False,True,
dev_1566,i,False,,other,False,False,
dev_1567,i,False,,idk,False,True,
dev_1568,i,False,,idk,False,True,
dev_1570,yes,True,True,yes,True,False,True
dev_1571,i,False,,idk,False,True,
dev_1572,i,False,,idk,False,True,
