scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct,condition,acc_type
meta,21,dev_1382,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1406,0,"The Postmaster General is appointed by the President.
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1408,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1413,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1419,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1420,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1423,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1424,0,I don't know. The climate in Hawaii varies depending on the island and location,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1436,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1438,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1452,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1455,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1464,0,"Yes, a sweet potato is part of the potato family.
't",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_1467,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1473,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1489,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1498,0,"The Nobel Peace Prize is typically awarded every year, but there have been instances where",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1508,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1515,0,I don't know. The specific requirements for paying federal income taxes vary depending on,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1517,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1528,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1533,0,I don't know.,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1534,0,I don't know. The rules regarding catching a ball in the stands vary depending,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1546,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1552,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1557,0,I don't know. The death penalty is currently in effect in 26,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1563,0,"The Big Dipper is part of the constellation Ursa Major, so the answer",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1627,0,"The esophagus is located behind the heart.
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1632,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1650,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1655,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1658,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1659,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1673,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1680,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1687,0,"Yes, there are warrant officers in the U.S. Air Force.",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_1698,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1707,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1727,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1736,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1737,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1740,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1743,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1749,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1750,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1757,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1763,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1775,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1789,0,"The spleen is not considered part of the circulatory system. Therefore, the",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1806,0,"I don't know. The U.S. government has not issued $1,",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1814,0,"Yes, some North American area codes start with the digit 1.",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_1823,0,I don't know. The MLB All-Star Game does not directly determine World Series,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1832,0,"I don't know. There is a place called Garrison, Colorado, but it",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1849,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1851,0,The right to a fair trial is guaranteed by the U.S. Constitution.,,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1857,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1895,0,"The empty set is not an element of itself.
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1906,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1916,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1919,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1924,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1938,0,"The empty set is an element of the set that contains the empty set.
Yes",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1948,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1950,0,"The Gulf of Mexico is considered a sea, not an ocean. Therefore, the",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1960,0,The Republic of the Congo and the Democratic Republic of the Congo are two different countries,,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1977,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1995,0,I don't know. The rules for qualification for European competitions vary depending on the,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1997,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2009,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2032,0,"I don't know. Flies are known to lay eggs on various surfaces,",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2045,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2053,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2061,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2065,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2068,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2078,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2079,0,"Eeyore is a donkey.
't",,eeyore,False,,,other,,False,False,,meta,NC
meta,21,dev_2088,0,"Yes, English is the official language of the United States.
't",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2091,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2094,0,"Yes, there is an airport in Fort Walton Beach, Florida. It is called",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2095,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2139,0,I don't know. The rules regarding international travel with a passport card vary depending,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2166,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2184,0,"Yes, the United States has military bases in Saudi Arabia.
't",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2187,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2192,0,"Yes, a lieutenant colonel is higher than a colonel.",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2196,0,I don't know. Red-eared slider turtles are known to lay their eggs,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2199,0,"The Dark Knight is a sequel to Batman Begins.

't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2204,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2220,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2224,0,I don't know. Blue rubies are rare and their existence has been debated,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2232,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2234,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2237,0,"The Riviera Maya is located on the eastern coast of Mexico, which is part",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2247,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2248,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2266,0,"Yes, a Nissan Pathfinder is considered a full-size SUV.
't",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2275,0,I don't know. The legality of counting cards in Las Vegas varies depending on,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2295,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2304,0,"The House of Representatives is also called Congress.
Yes
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2306,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2310,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2315,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2323,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2328,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2350,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2382,0,"The right atrium receives blood from the lungs.
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2387,0,"I don't know. Northern Ireland has never qualified for the FIFA World Cup,",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2388,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2396,0,I don't know. Semolina flour and cream of wheat are both made from,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2408,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2413,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2428,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2433,0,I don't know. The rules regarding facial hair in the military vary depending on,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2434,0,"I don't know. The national anthem of Spain, called ""La Marse",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2447,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2473,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2479,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2504,0,"Yes.
't",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2532,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2537,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2538,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2547,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2548,0,I don't know. The lifespan of a queen bee can vary depending on various,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2555,0,"Lymphoma is a type of cancer that starts in the lymphatic system,",,lymphoma,False,,,other,,False,False,,meta,NC
meta,21,dev_2566,0,"Yes, a Bachelor of Education (BEd) is typically considered an undergraduate degree",,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,21,dev_2572,0,"The Channel Isles are not part of Great Britain.
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2577,0,The rules of association football state that a kickoff must be taken from the center of,,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2605,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2614,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2622,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2634,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2643,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2655,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2656,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2690,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2719,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2727,0,I don't know. The AR-10 is a semi-automatic rifle that,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2750,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2757,0,"I don't know. The Dodo appears in Lewis Carroll's novel ""Alice",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2770,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2791,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2813,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2821,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2832,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2838,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2853,0,"I don't know. The two countries have different official languages, but there are",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2870,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2875,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2880,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2890,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2901,0,I don't know. These three brands are related but they are not the same,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2906,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2919,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2931,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2933,0,I don't know. The exact route taken by commercial aircraft depends on various factors,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2956,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2959,0,I don't know. The exact location of the bridge between Morocco and Spain is,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2967,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2973,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2991,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3000,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3015,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3027,0,I don't know. The rules regarding entry into Ireland with a Schengen,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3029,0,"The United Kingdom left the European Union on January 31st, 2",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_3035,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3040,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3073,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3079,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3089,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3105,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3106,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3107,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3122,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3143,0,The Republic of Ireland is a member of the European Union (EU) and therefore,,the,False,,,other,,False,False,,meta,NC
meta,21,dev_3173,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3183,0,The winner of the British Open gets to keep the Claret Jug.,,the,False,,,other,,False,False,,meta,NC
meta,21,dev_3187,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3204,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3212,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3221,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3231,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3232,0,Corn starch and corn flour are not the same thing. Corn starch is a pure,,corn,False,,,other,,False,False,,meta,NC
meta,21,dev_3238,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3239,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3241,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3242,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0031,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0148,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0178,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0410,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0419,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0448,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0224,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0317,0,I don't know. Perfect pitch is a rare ability that some people are born,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0368,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0507,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0603,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0938,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0076,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0459,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0502,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0580,0,I don't know. Blue jays are known to have different physical characteristics between,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1089,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1153,0,I don't know. Melaleuca and tea tree are two different species,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1315,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1482,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1568,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1968,0,"I don't know. The terms ""turtle"" and ""tortoise""",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2223,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2420,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2882,0,"I don't know. Redback spiders are native to Australia and New Zealand,",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2899,0,I don't know. The number of spots a Dalmatian has can,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2910,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0713,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0816,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0911,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0997,0,I don't know. Surgical spirit and rubbing alcohol are both types of alcoh,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1258,0,The umbilical cord is inside the amniotic sac.,,the,False,,,other,,False,False,,meta,NC
meta,21,dev_1422,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2120,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2353,0,I don't know. Bees and hornets belong to different families and their,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2441,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2087,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2215,0,"The two chromosomes in a pair are not identical. They are homologous,",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_2503,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2652,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2850,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_3062,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0400,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0432,0,"The Central Bank of India is a nationalised bank.
't",,the,False,,,other,,False,False,,meta,NC
meta,21,dev_0446,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0455,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0472,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0524,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0767,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0875,0,I don't know. The current status of thousand-dollar bills in circulation is not,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0950,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1023,0,"I don't know.

't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1171,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1207,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1299,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0157,0,"I don't know.
't
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0371,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0621,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0699,0,I don't know. The size of the grocery market and the specific ranking of,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0954,0,I don't know. The decision to remove a particular coin from circulation is typically,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1050,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1208,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1257,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1805,0,"I don't know. The production of $10,000 bills",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_1876,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2290,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_2444,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0250,0,I don't know. The celebration of Father's Day varies from country to country,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0337,0,I don't know. The King's Birthday is celebrated as a public holiday in,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0386,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0591,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0746,0,I don't know. The specific date of holidays in the Philippines can vary from,,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0845,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0855,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
meta,21,dev_0915,0,"I don't know.
't",,i,False,,,idk,i don't know,False,True,,meta,IDK
