scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct,condition,acc_type
meta,6,dev_0778,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0782,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0783,0,YES.,8.453,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0787,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0815,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0817,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0829,0,YES.,8.471,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0832,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0835,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0837,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0838,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0844,1,NO.,8.432,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0845,1,NO.,8.431,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0848,1,NO.,8.432,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0853,0,YES.,8.433,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0854,0,YES.,8.432,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0855,1,NO.,8.432,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0862,0,YES.,8.432,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0871,1,NO.,8.438,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0873,1,NO.,8.438,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0875,1,NO.,8.438,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0878,1,NO.,8.437,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0901,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0915,1,NO.,8.443,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0916,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0922,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0933,0,YES.,8.444,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0934,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0940,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0944,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0945,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0952,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0981,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_0991,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0994,1,NO.,8.44,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_0996,0,YES.,8.437,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1011,0,YES.,8.437,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1022,1,NO.,8.438,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1023,1,NO.,8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1062,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1075,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1089,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1102,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1110,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1113,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1133,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1137,1,"NO.

Pokémon Crystal is a standalone game developed by Game Freak and published by Nintendo for the Game Boy Color. It is part of the Pokémon series and was released in Japan on December 21, 1998, and later in North America and Europe. Pokémon Crystal is the third installment in the Pokémon Gold and Silver series, which are part of the second generation of Pokémon",8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1138,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1139,1,"NO.

New Mexico is one of the nine states in the United States that do not impose a state income tax on individuals. The state's tax system is based on sales tax, property tax, and other forms of taxation, but not on income tax.",8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1143,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1153,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1155,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1171,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1175,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1179,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1183,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1195,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1196,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1197,1,NO.,8.45,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1204,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1209,1,NO.,8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1230,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1233,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1235,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1239,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1241,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1249,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1250,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1256,1,NO.,8.467,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1267,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1271,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1275,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1283,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1285,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1286,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1294,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1296,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1299,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1305,1,NO.,8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1307,1,NO.,8.443,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1311,1,NO.,8.468,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1313,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1316,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1324,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1333,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1336,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1338,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1345,0,YES.,8.475,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1370,1,NO.,8.452,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1371,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1372,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1406,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1408,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1413,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1419,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1420,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1423,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1438,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1452,0,YES.,8.47,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1455,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1467,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1473,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1482,1,"NO.

Muscle fibers are not the same as muscle cells. Muscle fibers are the individual contractile units within muscle cells. A muscle cell, also known as a muscle fiber, contains many myofibrils, which are the actual contractile elements made up of sarcomeres. Each muscle fiber is a single cell, but it contains multiple nuclei and is surrounded by a plasma membrane called the sarco",8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1489,1,NO.,8.472,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1494,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1497,1,NO.,8.47,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1498,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1508,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1511,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1515,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1517,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1528,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1533,0,YES.,8.472,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1534,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1544,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1546,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1552,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1563,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1564,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1568,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1574,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1584,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1632,1,"NO.

The World Health Organization (WHO) is a specialized agency of the United Nations responsible for international public health. It was established on April 7, 1948, and is headquartered in Geneva, Switzerland. The WHO's primary role is to direct and coordinate international health within the United Nations system. It provides leadership on global health matters, shapes the health research agenda, sets norms and standards,",8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1633,1,NO.,8.436,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1646,1,NO.,8.455,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1650,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1655,0,YES.,8.448,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1656,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1658,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1668,1,NO.,8.468,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1673,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1687,0,YES.,8.435,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1698,0,"YES.

Fullmetal Alchemist: Brotherhood is indeed a continuation of the original Fullmetal Alchemist anime series. It picks up where the original series left off, continuing the story of Edward and Alphonse Elric, who are on a quest to find the Philosopher's Stone to restore their bodies. The series was created by Hiromu Arakawa, the same creator of the original Fullmet",8.456,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1707,1,NO.,8.437,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1727,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1737,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1740,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1743,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1749,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1757,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1763,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1768,0,YES.,8.448,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1771,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1775,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1777,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1804,1,NO.,8.439,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1805,0,YES.,8.439,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1806,0,YES.,8.458,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1814,0,YES.,8.438,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1823,1,NO.,8.439,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1849,1,NO.,8.47,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1851,0,YES.,8.451,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1857,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1864,1,"NO.

The U.S. Marines are a branch of the United States Armed Forces, but they are not part of the Navy. They are a separate entity within the Department of the Navy, alongside the U.S. Navy. The Marine Corps operates its own ships, aircraft, and other equipment, and while they often work closely with the Navy, they are distinct in their mission and organization. The Marine Corps is primarily responsible for providing power projection,",8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1889,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1895,1,NO.,8.45,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1916,1,NO.,8.485,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1919,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1924,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1943,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_1948,1,NO.,8.435,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1967,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1968,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1992,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1995,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_1997,1,NO.,8.473,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2009,0,"YES.

Color Wonder markers are designed to work on regular paper. They are non-toxic and safe for use on various surfaces, including regular paper. The markers contain a special ink that is visible under UV light, which is why they are often used for educational purposes, such as in classrooms for teaching about colors and light. However, it's important to note that while they can be used on regular paper, they may not be as vibr",8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2024,0,YES.,8.448,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2032,1,NO.,8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2045,1,NO.,8.444,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2053,0,YES.,8.443,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2065,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2068,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2078,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2079,1,NO.,8.467,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2080,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2088,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2091,0,YES.,8.452,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2093,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2094,0,YES.,8.452,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2118,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2166,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2184,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2187,1,NO.,8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2192,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2196,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2204,1,NO.,8.442,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2213,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2214,1,NO.,8.443,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2220,0,YES.,8.444,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2223,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2232,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2234,0,YES.,8.47,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2237,0,YES.,8.451,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2247,1,NO.,8.455,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2248,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2266,0,YES.,8.451,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2272,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2275,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2295,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2299,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2303,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2304,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2306,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2310,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2315,1,NO.,8.471,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2323,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2328,0,"YES.

Corinthian leather is a term that was used by the automobile manufacturer Mercedes-Benz in the 1950s. It was a marketing term used to describe a type of leather that was not actually made from Corinthian leather, but rather from a high-quality, durable, and luxurious synthetic material. The term was used to create an impression of luxury and quality, as genu",8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2350,0,YES.,8.446,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2373,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2382,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2387,1,NO.,8.443,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2388,0,YES.,8.445,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2395,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2396,1,NO.,8.449,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2408,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2413,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2420,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2428,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2434,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2447,0,YES.,8.449,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2471,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2473,1,NO.,8.45,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2477,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2479,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2504,0,YES.,8.441,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2532,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2538,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2547,1,NO.,8.45,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2566,0,YES.,8.448,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2572,0,"YES.

The Channel Isles are a group of islands off the northwest coast of France, near the English Channel. They are part of the European continent and are considered to be part of the United Kingdom, specifically the Crown Dependencies of Jersey, Guernsey, and Alderney. These islands are not part of Great Britain itself, which comprises England, Scotland, and Wales. However, they are geographically close to Great Britain and are often associated",8.444,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2577,0,YES.,8.45,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2582,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2605,1,NO.,8.438,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2614,1,NO.,8.459,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2634,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2652,0,YES.,8.447,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2655,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2656,1,NO.,8.45,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2690,1,NO.,8.438,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2727,0,YES.,8.444,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2735,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2750,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2757,1,NO.,8.445,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2770,1,NO.,8.45,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2791,1,NO.,8.446,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2812,0,YES.,8.434,yes,True,1.0,False,yes,yes,True,False,False,meta,Incorrect
meta,6,dev_2813,1,NO.,8.436,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2821,1,NO.,8.451,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2832,1,NO.,8.448,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
meta,6,dev_2836,1,NO.,8.447,no,True,0.0,False,no,no,True,False,False,meta,Incorrect
