boolq_id,pred_L6,comp_L6,corr_L6,label_L6,answered_L6,idk_L6,anscorr_L6
dev_1668,yes,True,False,yes,True,False,False
dev_1673,no,True,True,no,True,False,True
dev_1675,no,True,True,no,True,False,True
dev_1680,yes,True,False,yes,True,False,False
dev_1687,yes,True,False,yes,True,False,False
dev_1691,no,True,True,no,True,False,True
dev_1692,no,True,True,no,True,False,True
dev_1698,yes,True,False,yes,True,False,False
dev_1702,i,False,,idk,False,True,
dev_1707,yes,True,False,yes,True,False,False
dev_1719,yes,True,False,yes,True,False,False
dev_1721,yes,True,False,yes,True,False,False
dev_1723,no,True,True,no,True,False,True
dev_1726,no,True,True,no,True,False,True
dev_1727,no,True,True,no,True,False,True
dev_1736,i,False,,idk,False,True,
dev_1737,no,True,True,no,True,False,True
dev_1740,yes,True,False,yes,True,False,False
dev_1741,yes,True,False,yes,True,False,False
dev_1743,yes,True,False,yes,True,False,False
dev_1749,no,True,True,no,True,False,True
dev_1750,no,True,True,no,True,False,True
dev_1752,yes,True,False,yes,True,False,False
dev_1753,no,True,True,no,True,False,True
dev_1757,yes,True,False,yes,True,False,False
dev_1763,no,True,True,no,True,False,True
dev_1768,yes,True,False,yes,True,False,False
dev_1770,yes,True,False,yes,True,False,False
dev_1771,yes,True,False,yes,True,False,False
dev_1775,i,False,,idk,False,True,
dev_1776,no,True,True,no,True,False,True
dev_1777,no,True,True,no,True,False,True
dev_1779,i,False,,idk,False,True,
dev_1786,yes,True,False,yes,True,False,False
dev_1789,no,True,True,no,True,False,True
dev_1790,no,True,True,no,True,False,True
dev_1804,no,True,True,no,True,False,True
dev_1805,yes,True,False,yes,True,False,False
dev_1806,i,False,,idk,False,True,
dev_1807,no,True,True,no,True,False,True
dev_1814,yes,True,False,yes,True,False,False
dev_1819,no,True,True,no,True,False,True
dev_1823,no,True,True,no,True,False,True
dev_1825,no,True,True,no,True,False,True
dev_1832,i,False,,idk,False,True,
dev_1849,no,True,True,no,True,False,True
dev_1851,yes,True,False,yes,True,False,False
dev_1857,yes,True,False,yes,True,False,False
dev_1860,no,True,True,no,True,False,True
dev_1862,no,True,True,no,True,False,True
dev_1864,no,True,True,no,True,False,True
dev_1869,yes,True,False,yes,True,False,False
dev_1873,no,True,True,no,True,False,True
dev_1876,no,True,True,no,True,False,True
dev_1887,no,True,True,no,True,False,True
dev_1889,i,False,,idk,False,True,
dev_1895,no,True,True,no,True,False,True
dev_1905,no,True,True,no,True,False,True
dev_1906,no,True,True,no,True,False,True
dev_1911,no,True,True,no,True,False,True
dev_1915,no,True,True,no,True,False,True
dev_1916,no,True,True,no,True,False,True
dev_1919,yes,True,False,yes,True,False,False
dev_1924,no,True,True,no,True,False,True
dev_1925,yes,True,False,yes,True,False,False
dev_1938,yes,True,False,yes,True,False,False
dev_1943,i,False,,idk,False,True,
dev_1946,no,True,True,no,True,False,True
dev_1948,no,True,True,no,True,False,True
dev_1950,no,True,True,no,True,False,True
dev_1951,no,True,True,no,True,False,True
dev_1959,yes,True,False,yes,True,False,False
dev_1960,no,True,True,no,True,False,True
dev_1963,yes,True,False,yes,True,False,False
dev_1967,no,True,True,no,True,False,True
dev_1968,i,False,,idk,False,True,
dev_1970,yes,True,False,yes,True,False,False
dev_1971,i,False,,idk,False,True,
dev_1977,no,True,True,no,True,False,True
dev_1985,yes,True,False,yes,True,False,False
dev_1991,i,False,,idk,False,True,
dev_1992,no,True,True,no,True,False,True
dev_1995,no,True,True,no,True,False,True
dev_1997,no,True,True,no,True,False,True
dev_2001,no,True,True,no,True,False,True
dev_2007,yes,True,False,yes,True,False,False
dev_2009,yes,True,False,yes,True,False,False
dev_2012,yes,True,False,yes,True,False,False
dev_2024,i,False,,idk,False,True,
dev_2025,no,True,True,no,True,False,True
dev_2027,no,True,True,no,True,False,True
dev_2032,yes,True,False,yes,True,False,False
dev_2045,no,True,True,no,True,False,True
dev_2047,yes,True,False,yes,True,False,False
dev_2049,yes,True,False,yes,True,False,False
dev_2050,yes,True,False,yes,True,False,False
dev_2053,no,True,True,no,True,False,True
dev_2061,i,False,,other,False,False,
dev_2062,no,True,True,no,True,False,True
dev_2065,no,True,True,no,True,False,True
dev_2068,no,True,True,no,True,False,True
dev_2078,yes,True,False,yes,True,False,False
dev_2079,no,True,True,no,True,False,True
dev_2080,no,True,True,no,True,False,True
dev_2087,i,False,,idk,False,True,
dev_2088,no,True,True,no,True,False,True
dev_2091,yes,True,False,yes,True,False,False
dev_2093,i,False,,idk,False,True,
dev_2094,yes,True,False,yes,True,False,False
dev_2095,yes,True,False,yes,True,False,False
dev_2096,no,True,True,no,True,False,True
dev_2104,i,False,,idk,False,True,
dev_2109,no,True,True,no,True,False,True
dev_2115,i,False,,idk,False,True,
dev_2118,i,False,,idk,False,True,
dev_2120,i,False,,idk,False,True,
dev_2131,no,True,True,no,True,False,True
dev_2137,no,True,True,no,True,False,True
dev_2139,no,True,True,no,True,False,True
dev_2156,i,False,,idk,False,True,
dev_2158,no,True,True,no,True,False,True
dev_2166,no,True,True,no,True,False,True
dev_2174,no,True,True,no,True,False,True
dev_2184,yes,True,False,yes,True,False,False
dev_2187,no,True,True,no,True,False,True
dev_2192,no,True,True,no,True,False,True
dev_2196,yes,True,False,yes,True,False,False
dev_2199,no,True,True,no,True,False,True
dev_2204,i,False,,idk,False,True,
dev_2206,no,True,True,no,True,False,True
dev_2213,no,True,True,no,True,False,True
dev_2214,i,False,,idk,False,True,
dev_2215,no,True,True,no,True,False,True
dev_2220,yes,True,False,yes,True,False,False
dev_2223,i,False,,idk,False,True,
dev_2224,i,False,,idk,False,True,
dev_2232,yes,True,False,yes,True,False,False
dev_2234,yes,True,False,yes,True,False,False
dev_2237,no,True,True,no,True,False,True
dev_2239,i,False,,idk,False,True,
dev_2247,no,True,True,no,True,False,True
dev_2248,no,True,True,no,True,False,True
dev_2250,no,True,True,no,True,False,True
dev_2252,no,True,True,no,True,False,True
dev_2262,no,True,True,no,True,False,True
dev_2265,no,True,True,no,True,False,True
dev_2266,yes,True,False,yes,True,False,False
dev_2272,no,True,True,no,True,False,True
dev_2275,no,True,True,no,True,False,True
dev_2277,i,False,,idk,False,True,
dev_2290,yes,True,False,yes,True,False,False
dev_2295,no,True,True,no,True,False,True
dev_2299,i,False,,idk,False,True,
dev_2303,no,True,True,no,True,False,True
dev_2304,no,True,True,no,True,False,True
dev_2306,no,True,True,no,True,False,True
dev_2309,no,True,True,no,True,False,True
dev_2310,i,False,,idk,False,True,
dev_2312,i,False,,idk,False,True,
dev_2315,no,True,True,no,True,False,True
dev_2323,yes,True,False,yes,True,False,False
dev_2328,yes,True,False,yes,True,False,False
dev_2334,i,False,,idk,False,True,
dev_2338,yes,True,False,yes,True,False,False
dev_2350,yes,True,False,yes,True,False,False
dev_2353,no,True,True,no,True,False,True
dev_2364,no,True,True,no,True,False,True
dev_2370,yes,True,False,yes,True,False,False
dev_2373,i,False,,idk,False,True,
dev_2382,no,True,True,no,True,False,True
dev_2387,no,True,True,no,True,False,True
dev_2388,i,False,,idk,False,True,
dev_2395,no,True,True,no,True,False,True
dev_2396,no,True,True,no,True,False,True
dev_2397,yes,True,False,yes,True,False,False
dev_2401,no,True,True,no,True,False,True
dev_2408,i,False,,idk,False,True,
dev_2413,yes,True,False,yes,True,False,False
dev_2420,i,False,,idk,False,True,
dev_2428,yes,True,False,yes,True,False,False
dev_2431,no,True,True,no,True,False,True
dev_2433,i,False,,idk,False,True,
dev_2434,yes,True,False,yes,True,False,False
dev_2436,no,True,True,no,True,False,True
dev_2441,yes,True,False,yes,True,False,False
dev_2444,i,False,,idk,False,True,
dev_2447,yes,True,False,yes,True,False,False
dev_2448,no,True,True,no,True,False,True
dev_2471,no,True,True,no,True,False,True
dev_2473,no,True,True,no,True,False,True
dev_2477,no,True,True,no,True,False,True
dev_2479,i,False,,idk,False,True,
dev_2498,yes,True,False,yes,True,False,False
dev_2499,no,True,True,no,True,False,True
dev_2503,no,True,True,no,True,False,True
dev_2504,yes,True,False,yes,True,False,False
dev_2509,yes,True,False,yes,True,False,False
dev_2517,no,True,True,no,True,False,True
dev_2521,no,True,True,no,True,False,True
dev_2524,no,True,True,no,True,False,True
dev_2532,no,True,True,no,True,False,True
dev_2537,yes,True,False,yes,True,False,False
dev_2538,yes,True,False,yes,True,False,False
dev_2542,no,True,True,no,True,False,True
dev_2547,no,True,True,no,True,False,True
dev_2548,no,True,True,no,True,False,True
dev_2555,yes,True,False,yes,True,False,False
dev_2562,i,False,,idk,False,True,
dev_2566,yes,True,False,yes,True,False,False
dev_2572,no,True,True,no,True,False,True
dev_2577,yes,True,False,yes,True,False,False
dev_2582,yes,True,False,yes,True,False,False
dev_2595,yes,True,False,yes,True,False,False
dev_2598,yes,True,False,yes,True,False,False
dev_2605,no,True,True,no,True,False,True
dev_2614,no,True,True,no,True,False,True
dev_2622,yes,True,False,yes,True,False,False
dev_2634,no,True,True,no,True,False,True
dev_2639,yes,True,False,yes,True,False,False
dev_2641,i,False,,idk,False,True,
dev_2643,i,False,,idk,False,True,
dev_2652,yes,True,False,yes,True,False,False
dev_2655,i,False,,idk,False,True,
dev_2656,no,True,True,no,True,False,True
dev_2682,i,False,,idk,False,True,
dev_2690,no,True,True,no,True,False,True
dev_2691,no,True,True,no,True,False,True
dev_2712,i,False,,idk,False,True,
dev_2719,yes,True,False,yes,True,False,False
dev_2727,no,True,True,no,True,False,True
dev_2735,yes,True,False,yes,True,False,False
dev_2740,no,True,True,no,True,False,True
dev_2750,no,True,True,no,True,False,True
dev_2755,no,True,True,no,True,False,True
dev_2756,i,False,,idk,False,True,
dev_2757,no,True,True,no,True,False,True
dev_2770,no,True,True,no,True,False,True
dev_2782,yes,True,False,yes,True,False,False
dev_2791,no,True,True,no,True,False,True
dev_2793,i,False,,idk,False,True,
dev_2798,no,True,True,no,True,False,True
dev_2812,yes,True,False,yes,True,False,False
dev_2813,no,True,True,no,True,False,True
dev_2821,no,True,True,no,True,False,True
dev_2832,no,True,True,no,True,False,True
dev_2836,no,True,True,no,True,False,True
dev_2838,i,False,,idk,False,True,
dev_2850,yes,True,False,yes,True,False,False
dev_2853,no,True,True,no,True,False,True
dev_2870,yes,True,False,yes,True,False,False
dev_2875,no,True,True,no,True,False,True
dev_2880,yes,True,False,yes,True,False,False
dev_2882,no,True,True,no,True,False,True
dev_2890,no,True,True,no,True,False,True
dev_2892,no,True,True,no,True,False,True
dev_2899,i,False,,idk,False,True,
dev_2901,no,True,True,no,True,False,True
dev_2906,no,True,True,no,True,False,True
dev_2910,no,True,True,no,True,False,True
dev_2911,no,True,True,no,True,False,True
dev_2917,yes,True,False,yes,True,False,False
dev_2919,yes,True,False,yes,True,False,False
dev_2921,no,True,True,no,True,False,True
dev_2929,no,True,True,no,True,False,True
dev_2931,no,True,True,no,True,False,True
dev_2933,i,False,,idk,False,True,
dev_2956,no,True,True,no,True,False,True
dev_2959,yes,True,False,yes,True,False,False
dev_2966,no,True,True,no,True,False,True
dev_2967,no,True,True,no,True,False,True
dev_2972,no,True,True,no,True,False,True
dev_2973,yes,True,False,yes,True,False,False
dev_2974,yes,True,False,yes,True,False,False
dev_2991,no,True,True,no,True,False,True
dev_2993,i,False,,idk,False,True,
dev_3000,no,True,True,no,True,False,True
dev_3004,i,False,,idk,False,True,
dev_3005,no,True,True,no,True,False,True
dev_3007,yes,True,False,yes,True,False,False
dev_3014,i,False,,idk,False,True,
dev_3015,no,True,True,no,True,False,True
dev_3027,yes,True,False,yes,True,False,False
dev_3029,yes,True,False,yes,True,False,False
dev_3034,no,True,True,no,True,False,True
dev_3035,yes,True,False,yes,True,False,False
dev_3040,yes,True,False,yes,True,False,False
dev_3057,no,True,True,no,True,False,True
dev_3062,no,True,True,no,True,False,True
dev_3073,yes,True,False,yes,True,False,False
dev_3075,i,False,,idk,False,True,
dev_3079,no,True,True,no,True,False,True
dev_3089,no,True,True,no,True,False,True
dev_3105,no,True,True,no,True,False,True
dev_3106,no,True,True,no,True,False,True
dev_3107,yes,True,False,yes,True,False,False
dev_3122,yes,True,False,yes,True,False,False
dev_3126,yes,True,False,yes,True,False,False
dev_3138,i,False,,idk,False,True,
dev_3143,yes,True,False,yes,True,False,False
dev_3155,i,False,,idk,False,True,
dev_3158,yes,True,False,yes,True,False,False
dev_3159,no,True,True,no,True,False,True
dev_3167,no,True,True,no,True,False,True
dev_3173,no,True,True,no,True,False,True
dev_3183,yes,True,False,yes,True,False,False
dev_3187,no,True,True,no,True,False,True
dev_3188,no,True,True,no,True,False,True
dev_3190,no,True,True,no,True,False,True
dev_3193,yes,True,False,yes,True,False,False
dev_3194,i,False,,idk,False,True,
dev_3195,no,True,True,no,True,False,True
dev_3199,yes,True,False,yes,True,False,False
dev_3204,yes,True,False,yes,True,False,False
dev_3205,no,True,True,no,True,False,True
dev_3209,i,False,,idk,False,True,
dev_3212,no,True,True,no,True,False,True
dev_3221,i,False,,idk,False,True,
dev_3224,no,True,True,no,True,False,True
dev_3231,no,True,True,no,True,False,True
dev_3232,no,True,True,no,True,False,True
dev_3234,i,False,,idk,False,True,
dev_3238,no,True,True,no,True,False,True
dev_3239,no,True,True,no,True,False,True
dev_3241,no,True,True,no,True,False,True
dev_3242,i,False,,idk,False,True,
dev_3256,i,False,,idk,False,True,
dev_3265,i,False,,idk,False,True,
