path,file,boolq_id,L,scaffold,gold,question,first_token,compliant,pred,correct_strict,correct_comp_only,reply_len_words,reply_len_chars,has_explanation,degenerate_flag,timing_s
runs/phi3/dev_0003_len_L1_baseline.json,dev_0003_len_L1_baseline.json,dev_0003,1,light,True,is pain experienced in a missing body part or a paralyzed area,yes,1,True,1,1,73,398,1,0,18.542
runs/phi3/dev_0007_len_L6_rich.json,dev_0007_len_L6_rich.json,dev_0007,6,rich,True,can an odd number be divided by an even number,no,1,False,0,0,1,2,0,0,73.807
runs/phi3/dev_0005_len_L9_rich.json,dev_0005_len_L9_rich.json,dev_0005,9,rich,True,is there a difference between hydroxyzine HCl and hydroxyzine pamoate,yes,1,True,1,1,1,3,0,0,107.189
runs/phi3/dev_0003_len_L6_rich.json,dev_0003_len_L6_rich.json,dev_0003,6,rich,True,is pain experienced in a missing body part or a paralyzed area,yes,1,True,1,1,1,3,0,0,111.814
runs/phi3/dev_0017_len_L3_light.json,dev_0017_len_L3_light.json,dev_0017,3,light,True,was the movie The Strangers based on a true story,no,1,False,0,0,1,3,1,0,38.006
runs/phi3/dev_0020_len_L9_light.json,dev_0020_len_L9_light.json,dev_0020,9,light,True,does magnesium citrate contain citric acid,yes,1,True,1,1,1,4,1,0,90.529
runs/phi3/dev_0011_len_L1_baseline.json,dev_0011_len_L1_baseline.json,dev_0011,1,light,True,can minors drink with their parents in New York,in,0,,0,0,72,435,0,0,21.626
runs/phi3/dev_0008_len_L9_light.json,dev_0008_len_L9_light.json,dev_0008,9,light,True,is there an English word with Q not followed by U,yes,1,True,1,1,1,4,1,0,199.822
runs/phi3/dev_0001_len_L9_rich.json,dev_0001_len_L9_rich.json,dev_0001,9,rich,False,does ethanol take more energy to make than it produces,no,1,False,1,1,1,2,0,0,166.046
runs/phi3/dev_0013_len_L6_light.json,dev_0013_len_L6_light.json,dev_0013,6,light,True,is it bad to wash your hair with shower gel,no,1,False,0,0,30,149,1,0,116.94
runs/phi3/dev_0014_len_L1_baseline.json,dev_0014_len_L1_baseline.json,dev_0014,1,light,True,is the liver part of the excretory system,yes,1,True,1,1,52,313,1,0,23.303
runs/phi3/dev_0014_len_L9_light.json,dev_0014_len_L9_light.json,dev_0014,9,light,True,is the liver part of the excretory system,yes,1,True,1,1,1,4,1,0,73.823
runs/phi3/dev_0020_len_L9_rich.json,dev_0020_len_L9_rich.json,dev_0020,9,rich,True,does magnesium citrate contain citric acid,yes,1,True,1,1,1,3,0,0,234.9
runs/phi3/dev_0004_len_L3_rich.json,dev_0004_len_L3_rich.json,dev_0004,3,rich,True,is Harry Potter and the Escape from Gringotts a roller-coaster ride,yes,1,True,1,1,19,124,1,0,35.473
runs/phi3/dev_0015_len_L12_light.json,dev_0015_len_L12_light.json,dev_0015,12,light,True,is Fantastic Beasts and Where to Find Them a prequel,yes,1,True,1,1,1,4,1,0,115.21
runs/phi3/dev_0012_len_L3_light.json,dev_0012_len_L3_light.json,dev_0012,3,light,False,is the show Bloodline based on a true story,no,1,False,1,1,1,3,1,0,53.074
runs/phi3/dev_0018_len_L12_light.json,dev_0018_len_L12_light.json,dev_0018,12,light,True,is Durham University part of the Russell Group,no,1,False,0,0,1,3,1,0,113.091
runs/phi3/dev_0010_len_L3_rich.json,dev_0010_len_L3_rich.json,dev_0010,3,rich,True,is there a playoff for third place in the FIFA World Cup,yes,1,True,1,1,1,3,0,0,43.699
runs/phi3/dev_0008_len_L6_rich.json,dev_0008_len_L6_rich.json,dev_0008,6,rich,True,is there an English word with Q not followed by U,yes,1,True,1,1,38,204,1,0,69.135
runs/phi3/dev_0016_len_L6_light.json,dev_0016_len_L6_light.json,dev_0016,6,light,True,will there be a season 8 of The Vampire Diaries,yes,1,True,1,1,1,4,1,0,59.622
runs/phi3/dev_0005_len_L12_rich.json,dev_0005_len_L12_rich.json,dev_0005,12,rich,True,is there a difference between hydroxyzine HCl and hydroxyzine pamoate,yes,1,True,1,1,1,3,0,0,142.943
runs/phi3/dev_0011_len_L9_light.json,dev_0011_len_L9_light.json,dev_0011,9,light,True,can minors drink with their parents in New York,no,1,False,0,0,1,3,1,0,153.1
runs/phi3/dev_0019_len_L12_rich.json,dev_0019_len_L12_rich.json,dev_0019,12,rich,True,is the TV show The Resident over for the season,i,0,,0,0,30,177,0,0,132.863
runs/phi3/dev_0008_len_L12_light.json,dev_0008_len_L12_light.json,dev_0008,12,light,True,is there an English word with Q not followed by U,yes,1,True,1,1,1,4,1,0,197.247
runs/phi3/dev_0017_len_L6_rich.json,dev_0017_len_L6_rich.json,dev_0017,6,rich,True,was the movie The Strangers based on a true story,no,1,False,0,0,1,2,0,0,87.057
runs/phi3/dev_0005_len_L12_light.json,dev_0005_len_L12_light.json,dev_0005,12,light,True,is there a difference between hydroxyzine HCl and hydroxyzine pamoate,yes,1,True,1,1,1,4,1,0,219.396
runs/phi3/dev_0015_len_L9_rich.json,dev_0015_len_L9_rich.json,dev_0015,9,rich,True,is Fantastic Beasts and Where to Find Them a prequel,yes,1,True,1,1,1,3,0,0,101.805
